Id,IdEjemplar,SiglasColeccion,NombreColeccion,NumeroDeCatalogo,Fuente,AnioColecta,NumeroDeColecta,Taxa,Raza,Estado,Municipio,Localidad,AltitudProfundidad,Longitud,Latitud
1130,9485,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10090-JSG-185,FY001,1985,JSG 185,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,OTZOLOAPAN,"Agua Zarca, Km 7 Zacazonapan-Otzoloapan",1400,-100.3,19.1
1131,9486,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10091-JSG-186,FY001,1985,JSG 186,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,TEJUPILCO,Las Anonas,980,-100.3833333,18.8
1132,9487,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10092-JSG-187,FY001,1985,JSG 187,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,HUETAMO,"Quenchendio, Km 24 Huetamo-Morelia",740,-100.9666667,18.81666667
1133,9490,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10093-JSG-189,FY001,1985,JSG 189,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLAS ROMERO,"Las Juntas, Km 43 Huetamo-Morelia",720,-100.9,18.85
1134,9491,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10094-JSG-190,FY001,1985,JSG 190,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLAS ROMERO,"La Ceibita, Km 50 Huetamo-Morelia",660,-100.8166667,18.88333333
1135,9493,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10095-JSG-191,FY001,1985,JSG 191,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,TZITZIO,5 Km sur El Devanador,1000,-100.8,19.28333333
1136,9494,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10096-JSG-192,FY001,1985,JSG 192,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,TZITZIO,Km 127 Huetamo-Morelia,1120,-100.8666667,19.36666667
1137,9495,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10097-JSG-193,FY001,1985,JSG 193,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,TZITZIO,4 Km sur Paso Ancho,1100,-100.9,19.45
1138,9499,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10098-JSG-194,FY001,1985,JSG 194,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,SALVADOR ESCALANTE,Villa Escalante-Opopeo,2320,-101.6,19.4
1139,9501,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10099-JSG-196,FY001,1985,JSG 196,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,TARETAN,"Las Colonias, frente a Granjas Baena",1180,-101.9166667,19.38333333
1140,9502,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10100-JSG-197,FY001,1985,JSG 197,Zea mays subsp. parviglumis raza Balsas,Balsas,OAXACA,SAN PEDRO JUCHATENGO,San Cristóbal Honduras,1120,-97.03333333,16.33333333
1141,9504,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10101-JSG-200,FY001,1985,JSG 200,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,TOLIMAN,"La Lima, camino a El Rodeo",1405,-104.0666667,19.53333333
1142,9506,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10102-JSG-202,FY001,1985,JSG 202,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,VILLA PURIFICACION,"Jirosto, potrero Las Carboneras",500,-104.7666667,19.75
1143,9507,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10103-JSG-203,FY001,1985,JSG 203,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,JUCHITLAN,Agua Caliente,1000,-104.05,19.98333333
1144,9508,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10104-JSG-205,FY001,1985,JSG 205,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,EJUTLA,El Coyotomate,1300,-104.0666667,19.96666667
1145,9513,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10020-JSG-LOS-15,FY001,1983,JSG & LOS 15,Zea perennis,ND,JALISCO,SAN GABRIEL,Venustiano Carranza-Piedra Ancha,2100,-103.5833333,19.63333333
1146,9514,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10021-JSG-LOS-17,FY001,1983,JSG & LOS 17,Zea perennis,ND,JALISCO,SAN MARTIN HIDALGO,Venustiano Carranza-La Mesa,2130,-103.5666667,19.63333333
1147,9515,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10034-JSG-LOS-63,FY001,1983,JSG & LOS 63,Zea perennis,ND,JALISCO,SAN GABRIEL,La Tinaja,2100,-103.5833333,19.65
1148,9516,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10035-JSG-LOS-68,FY001,1983,JSG & LOS 68,Zea diploperennis,ND,JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,Manantlán,980,-104.2,19.61666667
1149,9543,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10112-JSG-MAS-264,FY001,1990,JSG & MAS 264,Zea mays subsp. parviglumis raza Balsas,Balsas,NAYARIT,AMATLAN DE CAÑAS,Los Copales,900,-104.4,20.8
1150,9544,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10113-JSG-MAS-AAE-275,FY001,1991,"JSG, MAS, AAE 275",Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,AMECA,Quexpan-Las Raíces,1050,-104.2333333,20.6
1151,9548,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10114-JSG-MAS-AAE-298,FY001,1991,"JSG, MAS, AAE 98",Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,GUACHINANGO,"La Ciénega de Los Ahumada, Potrero La Fortuna",1320,-104.5,20.68333333
1152,9549,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10115-JSG-MAS-AAE-301,FY001,1991,"JSG, MAS, AAE 301",Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,GUACHINANGO,Km 10 Guachinango-La Ciénega,1385,-104.4166667,20.63333333
1153,9550,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10116-JSG-W-304,FY001,1991,JSG & W 304,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,LA PAZ,"Los Reyes, La Paz",2200,-98.98333333,19.36666667
1154,9553,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10117-JSG-W-305,FY001,1992,JSG & W 305,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,HUITZUCO DE LOS FIGUEROA,"Plan de los Timbres, Paso Morelos",1225,-99.18333333,18.28333333
1155,9555,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10118-JSG-W-306,FY001,1992,JSG & W 306,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,GENERAL CANUTO A. NERI,"Acapetlahuaya-El Crustel, Km 44-47 Teloloapan-Arcelia",970,-100.1166667,18.33333333
1156,9557,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10119-JSG-W-307,FY001,1992,JSG & W 307,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,PEDRO ASCENCIO ALQUISIRAS,Ixcapuzalco-Zacatlancillo,1720,-99.96666667,18.38333333
1157,9558,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10120-JSG-W-308,FY001,1992,JSG & W 308,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,PENJAMILLO,Penjamillo de Degollado,1700,-101.9333333,20.1
1158,9559,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10121-JSG-W-309,FY001,1992,JSG & W 309,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,GUANAJUATO,URIANGATO,"Uriangato, salida a Salamanca",1785,-101.1666667,20.15
1159,9562,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10122-JSG-W-310,FY001,1992,JSG & W 310,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,JUAREZ,Km 37-43 Zitácuaro-Tuzantla,850,-100.4666667,19.26666667
1160,9567,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10125-JSG-MCH-328,FY001,1993,JSG & MCH 328,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,IXTLAN,El Salitre 1-2 Km sureste,1530,-102.3666667,20.18333333
1161,9568,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10126-JSG-MCH-341,FY001,1994,JSG & MCH 341,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,CHURINTZIO,Km 3.5 Churintzio-La Noria,1760,-102.1,20.2
1162,9569,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10127-JSG-MCH-342,FY001,1994,JSG & MCH 342,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,CHURINTZIO,Km 1.5 Churintzio-La Noria,1790,-102.0833333,20.16666667
1163,9570,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10128-JSG-JMHC-K-FCG-311,FY001,1994,"JSG, JMHC, AK, FCG 311",Zea mays subsp. mexicana raza Chalco,Chalco,PUEBLA,SAN JUAN ATENCO,Ejido Santa Cruz,2425,-97.55,19.08333333
1164,9571,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10129-JSG-JMCH K-FCG-313,FY001,1994,"JSG, JMHC, AK, FCG 313",Zea mays subsp. mexicana raza Chalco,Chalco,PUEBLA,SAN JUAN ATENCO,Ejido San Antonio,2440,-97.53333333,19.06666667
1165,9572,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10130-JSG-JMHC-K-FCG-316,FY001,1994,"JSG, JMHC, AK, FCG 316",Zea mays subsp. mexicana raza Chalco,Chalco,PUEBLA,SAN SALVADOR EL SECO,Km 3 San Salvador El Seco-Coatepec,2425,-97.63333333,19.11666667
1166,9573,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10131-JSG-JMHC-K-FCG-317,FY001,1994,"JSG, JMHC, AK, FCG 317",Zea mays subsp. mexicana raza Chalco,Chalco,PUEBLA,SAN NICOLAS BUENOS AIRES,Km 11 San Salvador El Seco-Tlalchichuca,2355,-97.55,19.16666667
1167,9574,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10132-JSG-JMHC-K-FCG-318,FY001,1994,"JSG, JMHC, AK, FCG 318",Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,OCOYOACAC,El Pedregal Guadalupe Victoria,2500,-99.46666667,19.26666667
1168,9575,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10133-JSG-JMHC-K-FCG-319,FY001,1994,"JSG, JMHC, AK, FCG 319",Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,CHAPULTEPEC,Chapultepec,2540,-99.46666667,19.2
1169,9576,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10134-JSG-331,FY001,1994,JSG 331,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,EJUTLA,Los Naranjos de Enmedio,960,-104.6166667,19.91666667
1170,9577,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10135-JSG-335,FY001,1994,JSG 335,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,ETZATLAN,Oconahua,1370,-104.1166667,20.71666667
1171,9578,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10136-JSG-JLRD-344,FY001,1995,JSG & JLRD 335,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,COPANDARO,San Agustín del Maíz,1825,-101.1666667,19.9
1172,9579,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10137-JSG-SMH-352,FY001,1995,JSG & SMH 352,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,EJUTLA,"Ejutla, parcela El Mamey",1140,-104.15,19.91666667
1173,9580,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10138-JSG-SMH-355,FY001,1995,JSG & SMH 355,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,EJUTLA,San Lorenzo,950,-104,19.95
1174,9581,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10139-JSG-RMM-368,FY001,1997,JSG & RMM 368,Zea diploperennis,ND,JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,Rincón de Manantlán,1470,-104.2166667,19.6
1175,9582,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10140-JSG-RMM-372,FY001,1997,JSG & RMM 372,Zea diploperennis,ND,JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,San Miguel de Ayotitlán,1450,-104.2,19.5
1176,9583,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10141-JSG-373,FY001,1997,JSG 373,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,CHALCO,Chalco,2225,-98.88333333,19.25
1177,9584,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10142-JSG-ERV-407,FY001,2000,JSG & ERV 407,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,JALISCO,LA BARCA,"Rancho Aranguren, San José de Las Moras",1505,-102.6,20.3
1178,9585,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10143-JSG-ERV-408,FY001,2000,JSG & ERV 408,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,JALISCO,LA BARCA,"La Providencia, 2 Km al norte",1542,-102.6166667,20.31666667
1179,9586,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10144-JSG-ERV-409,FY001,2000,JSG & ERV 409,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,JALISCO,PONCITLAN,Km 3 Ahuatlán-Poncitlán,1510,-102.9,20.4
1180,9587,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10145-JSG-MAS-ERV-411,FY001,2000,"JSG, MAS, ERV 411",Zea mays subsp. mexicana raza Mesa Central,Mesa Central,JALISCO,LA BARCA,"La Providencia 1 Km al norte, La Noria",1520,-102.6166667,20.31666667
1181,9588,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10146-JSG-MAS-ERV-412,FY001,2000,"JSG, MAS, ERV 412",Zea mays subsp. mexicana raza Mesa Central,Mesa Central,JALISCO,PONCITLAN,"Poncitlán, Salida a Guadalajara",1565,-102.9333333,20.36666667
1182,9589,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10147-JSG-414,FY001,2001,JSG 414,Zea mays subsp. mexicana raza Nobogame,Nobogame,CHIHUAHUA,GUADALUPE Y CALVO,"Nabogame, arroyo Tejamanil-La Rinconada",1919,-106.95,26.21666667
1183,9590,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10148-JSG-415,FY001,2001,JSG 415,Zea mays subsp. mexicana raza Nobogame,Nobogame,CHIHUAHUA,GUADALUPE Y CALVO,"Nabogame, arroyo Tarahumares",1950,-106.9333333,26.21666667
1184,9591,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10149-JSG-421,FY001,2001,JSG 421,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,GUACHINANGO,Km 10 Guachinango-La Ciénega,1400,-104.4166667,20.63333333
1185,9592,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10150-JSG-RMM-428,FY001,2002,JSG & RMM 428,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,DURANGO,DURANGO,Puente Gavilanes,1875,-104.4833333,24.01666667
1186,9593,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10151-JSG-RMM-429,FY001,2002,JSG & RMM 429,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,DURANGO,DURANGO,"Nuevo Francisco Villa, 3 Km este",1875,-104.4833333,24.08333333
1187,9632,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10172-JSG-RMM-457,FY001,2002,JSG & RMM 457,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,HUETAMO,"El Potrero, Km 145.5 Zitácuaro-Huetamo",654,-100.9,18.81666667
1188,9634,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10173-JSG-RMM-458,FY001,2002,JSG & RMM 458,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,HUETAMO,"Quenchendio, Km 151.5 Zitácuaro-Huetamo",635,-100.9333333,18.8
1189,9635,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10174-JSG-RMM-459,FY001,2002,JSG & RMM 459,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,HUETAMO,Crucero Puertas de Chiripio,653,-100.9333333,18.78333333
1190,9636,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10175-JSG-RMM-460,FY001,2002,JSG & RMM 460,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,CARACUARO,"Cuirindalillo, Km 142 Huetamo-Carácuaro",697,-100.95,18.86666667
1191,9637,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10176-JSG-RMM-461,FY001,2002,JSG & RMM 461,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,CARACUARO,"El Zapote, Km 122 Huetamo-Carácuaro",915,-101.0333333,18.93333333
1192,9640,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10177-JSG-RMM-462,FY001,2002,JSG & RMM 462,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,MADERO,"Casa Blanca, Km 62 Huetamo-Villa Madero",1268,-101.3166667,19.15
1193,9645,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10179-JSG-426,FY001,2002,JSG 426,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,CHURINTZIO,Cerro Churintzio,1940,-102.05,20.15
1194,9646,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10180-JSG-427,FY001,2002,JSG 427,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,IXTLAN,El Salitre,1940,-102.35,20.15
1195,9647,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10181-JSG-431,FY001,2002,JSG 431,Zea mays subsp. mexicana raza Chalco,Chalco,PUEBLA,PUEBLA,Km 102 autopista México-Puebla,2230,-98.33333333,19.2
1196,9649,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10182-JSG-432,FY001,2002,JSG 432,Zea mays subsp. mexicana raza Chalco,Chalco,PUEBLA,SAN JUAN ATENCO,Ejido San Antonio,2520,-97.5,19.05
1197,9650,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10183-JSG-433,FY001,2002,JSG 433,Zea mays subsp. mexicana raza Chalco,Chalco,PUEBLA,ALJOJUCA,Km 1 Aljojuca-SS El Seco,2465,-97.53333333,19.1
1198,9651,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10184-JSG-434,FY001,2002,JSG 434,Zea mays subsp. mexicana raza Chalco,Chalco,PUEBLA,SAN SALVADOR EL SECO,Km 1 Santa María Coatepec-San Salvador El Seco,2470,-97.6,19.1
1199,9652,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10185-JSG-435,FY001,2002,JSG 435,Zea mays subsp. mexicana raza Chalco,Chalco,PUEBLA,SAN NICOLAS BUENOS AIRES,1 Km antes San Nicolás de Buenos Aires,2402,-97.56666667,19.16666667
1200,9655,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10186-JSG-436,FY001,2002,JSG 436,Zea mays subsp. mexicana raza Chalco,Chalco,PUEBLA,TLACHICHUCA,San Francisco Independencia,2701,-97.41666667,19.06666667
1201,9656,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10187-JSG-437,FY001,2002,JSG 437,Zea mays subsp. mexicana raza Chalco,Chalco,PUEBLA,SAN NICOLAS DE LOS RANCHOS,Cañada Grande San Nicolás de los Ranchos,2475,-98.48333333,19.08333333
1202,9657,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10188-JSG-465,FY001,2002,JSG 465,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,JALISCO,AYOTLAN,"San Jerónimo, Cerro Grande",1597,-102.3333333,20.41666667
1203,9659,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10189-JSG-467,FY001,2002,JSG 467,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,AMECA,Quexpan-Las Raíces,1139,-104.2166667,20.6
1204,9669,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10195-JSG-JRP-ERG-542,FY001,2003,"JSG, JRP, ERG 542",Zea mays subsp. parviglumis raza Balsas,Balsas,NAYARIT,AMATLAN DE CAÑAS,3 Km este de Amatlán de Cañas,856,-104.3833333,20.78333333
1205,9670,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10196-JSG-JRP-ERG-543,FY001,2003,"JSG, JRP, ERG 543",Zea mays subsp. parviglumis raza Balsas,Balsas,NAYARIT,AMATLAN DE CAÑAS,"Amatlán de Cañas, junto al panteón",880,-104.4,20.81666667
1206,9671,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10197-JSG-JRP-ERG-544,FY001,2003,"JSG, JRP, ERG 544",Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,GUACHINANGO,"El Rodeo, Km 7 Tepuzhuacán-El Tablillo",888,-104.55,20.83333333
1207,9672,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10198-JSG-JRP-ERG-545,FY001,2003,"JSG, JRP, ERG 545",Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,GUACHINANGO,El Tablillo,1123,-104.5333333,20.8
1208,9673,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10199-JSG-LCL-554,FY001,2003,JSG & LCL 545,Zea mays subsp. parviglumis raza Balsas,Balsas,COLIMA,MINATITLAN,El Sauz,1103,-104.0333333,19.45
1209,9677,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10200-JSG-RMM-557,FY001,2003,JSG & RMM 557,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,TARETAN,Km 100 autopista Uruapan-Lazaro Cárdenas,1256,-101.9166667,19.36666667
1210,9678,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10201-JSG-RMM-558,FY001,2003,JSG & RMM 558,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,TARETAN,"Taretan, La Primera",1170,-101.9166667,19.33333333
1211,9680,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10202-JSG-RMM-LCL-468,FY001,2003,"JSG, RMM, LCL 468",Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,TOLUCA,"Autopista Atlacomulco, 1 Km de Toluca",2636,-99.66666667,19.33333333
1212,9681,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10203-JSG-RMM-LCL-469,FY001,2003,"JSG, RMM, LCL 469",Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,ALMOLOYA DE JUAREZ,"San Isidro, camino San Francisco Tlalcilalcalpa",2766,-99.76666667,19.3
1213,9682,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10204-JSG-RMM-LCL-470,FY001,2003,"JSG, RMM, LCL 470",Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,TOLUCA,Km 1 Cacalomacán-Toluca,2769,-99.68333333,19.25
1214,9683,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10205-JSG-RMM-LCL-471,FY001,2003,"JSG, RMM, LCL 471",Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,CHAPULTEPEC,Chapultepec,2595,-99.55,19.2
1215,9685,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10206-JSG-RMM-LCL-476,FY001,2003,"JSG, RMM, LCL 476",Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,AMECAMECA,Soyatzingo,2480,-98.76666667,19.06666667
1216,9686,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10207-JSG-RMM-LCL-479,FY001,2003,"JSG, RMM, LCL 479",Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,AMECAMECA,Amecameca,2471,-98.76666667,19.11666667
1217,9688,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10208-JSG-RMM-LCL-480,FY001,2003,"JSG, RMM, LCL 480",Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,COCOTITLAN,Km 1 Cocotitlán-Juchitepec,2280,-98.86666667,19.21666667
1218,9689,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10209-JSG-RMM-LCL-481,FY001,2003,"JSG, RMM, LCL 481",Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,TENANGO DEL AIRE,Km 1 Tenenango del Aire-Juchitepec,2432,-98.85,19.13333333
1219,9690,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10210-JSG-RMM-LCL-482,FY001,2003,"JSG, RMM, LCL 482",Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,TEMAMATLA,Temamatla,2295,-98.86666667,19.18333333
1220,9691,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10211-JSG-RMM-LCL-493,FY001,2003,"JSG, RMM, LCL 493",Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,CHILPANCINGO DE LOS BRAVO,Km 2 Palo Blanco-Acapulco,1167,-99.46666667,17.38333333
1221,9692,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10212-JSG-RMM-LCL-494,FY001,2003,"JSG, RMM, LCL 494",Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,MOCHITLAN,El Salado,1132,-99.4,17.4
